"rule_id","rule","n_conditions","role","coefficient","importance","workload_pct","n_flagged","errors_caught","clean_flagged","precision","recall","dollar_recall","lift","base_rate"
"rule570","shelter_expenses >= 1632 & gross_by_hh_size < 417.6 & earned_by_hh_size < 364.5",3,"INCLUDE",-1.768,0.227,1.7,1652,153,1499,0.093,0.06,0.082,3.58,0.026
"rule475","shelter_expenses >= 1738 & gross_by_hh_size < 415.4",2,"INCLUDE",-7.748,0.905,1.4,1363,125,1238,0.092,0.049,0.068,3.55,0.026
"rule271","shelter_expenses >= 2048",1,"INCLUDE",4.748,0.682,2.1,2078,191,1887,0.092,0.075,0.085,3.56,0.026
"rule348","cert_HH_size_FS_n >= 7.5 & utilities >= 679.5",2,"INCLUDE",1.578,0.044,0.1,76,7,69,0.092,0.003,0.005,3.56,0.026
"rule325","earned_by_hh_size >= 202 & earned_by_hh_size < 283.4 & shelter_expenses >= 1440",3,"INCLUDE",-16.798,0.851,0.3,254,23,231,0.091,0.009,0.011,3.5,0.026
"rule232","shelter_expenses >= 1394 & gross_by_hh_size < 613.7 & total_deductions_by_hh_size >= 167.5",3,"INCLUDE",0.076,0.014,3.6,3540,320,3220,0.09,0.125,0.151,3.5,0.026
"rule478","gross_by_hh_size < 415.4 & cert_HH_size_FS_n >= 4.5 & shelter_expenses >= 1878",3,"INCLUDE",-10.852,0.555,0.3,259,23,236,0.089,0.009,0.015,3.43,0.026
"rule459","cert_HH_size_FS_n >= 3.5 & unc_rawben_rel_max >= 1.18",2,"INCLUDE",13.628,1.466,1.2,1155,102,1053,0.088,0.04,0.056,3.42,0.026
"rule226","cert_HH_size_FS_n >= 7.5",1,"INCLUDE",3.393,0.218,0.4,410,36,374,0.088,0.014,0.019,3.4,0.026
"rule138","cert_HH_size_FS_n >= 5.5 & total_deductions_by_hh_size >= 164 & gross_by_hh_size < 380.2",3,"INCLUDE",-5.115,0.156,0.1,92,8,84,0.087,0.003,0.008,3.36,0.026
"rule120","cert_HH_size_FS_n >= 5.5 & unearned_by_hh_size < 183.7",2,"INCLUDE",2.91,0.425,2.2,2147,182,1965,0.085,0.071,0.089,3.28,0.026
"rule580","shelter_expenses >= 1632 & shelter_expenses < 1636",2,"INCLUDE",8.742,0.214,0.1,59,5,54,0.085,0.002,0.005,3.28,0.026
"rule589","gross_by_hh_size < 559 & shelter_expenses >= 3000",2,"INCLUDE",-6.213,0.179,0.1,82,7,75,0.085,0.003,0.003,3.3,0.026
"rule609","shelter_expenses >= 2986 & rawben_rel_max >= 0.7982",2,"INCLUDE",-2.879,0.089,0.1,94,8,86,0.085,0.003,0.003,3.29,0.026
"rule341","shelter_expenses >= 1966 & earned_by_hh_size < 1710",2,"INCLUDE",-1.84,0.289,2.5,2491,208,2283,0.084,0.082,0.091,3.23,0.026
"rule63","earned_by_hh_size >= 256.3 & gross_by_hh_size < 371.6",2,"INCLUDE",2.035,0.268,1.8,1736,146,1590,0.084,0.057,0.068,3.25,0.026
"rule257","shelter_expenses >= 1805 & total_deductions_by_hh_size >= 103",2,"INCLUDE",-3.841,0.74,3.9,3807,312,3495,0.082,0.122,0.136,3.17,0.026
"rule76","children_i %in% c(""TRUE"") & cert_HH_size_FS_n >= 5.5 & rawben_rel_max >= 0.681",3,"INCLUDE",1.68,0.198,1.4,1384,112,1272,0.081,0.044,0.074,3.13,0.026
"rule92","cert_HH_size_FS_n >= 5.5 & total_deductions_by_hh_size >= 149.1 & rawben_rel_max >= 0.6418 & utilities < 556.5",4,"INCLUDE",-4.344,0.175,0.2,160,13,147,0.081,0.005,0.01,3.14,0.026
"rule116","shelter_expenses >= 1528 & gross_by_hh_size < 445.1 & rawben_rel_max >= 0.9778",3,"INCLUDE",0.013,0.002,1.7,1686,136,1550,0.081,0.053,0.065,3.12,0.026
"rule512","earned_by_hh_size >= 50.38 & unc_rawben_rel_max < 0.9707",2,"INCLUDE",7.473,2.766,16.4,16156,1292,14864,0.08,0.507,0.445,3.09,0.026
"rule204","cert_HH_size_FS_n >= 4.5 & unc_rawben_rel_max >= 1.179 & months_since_cert_n < 6.5",3,"INCLUDE",-4.34,0.253,0.3,336,27,309,0.08,0.011,0.013,3.11,0.026
"rule433","rawben_rel_max < 0.9887 & earned_by_hh_size >= 61.5",2,"INCLUDE",-7.041,2.619,16.6,16356,1297,15059,0.079,0.509,0.447,3.07,0.026
"rule526","cert_HH_size_FS_n >= 5.5 & utilities < 903.5 & unc_rawben_rel_max >= 0.6827",3,"INCLUDE",11.482,1.325,1.3,1331,105,1226,0.079,0.041,0.069,3.05,0.026
"rule525","cert_HH_size_FS_n >= 5.5 & utilities < 903.5 & unc_rawben_rel_max < 0.6827",3,"INCLUDE",-19.697,2.061,1.1,1092,85,1007,0.078,0.033,0.028,3.01,0.026
"rule20","unearned_by_hh_size < 183.3 & shelter_expenses >= 946.5",2,"INCLUDE",0.914,0.305,12.8,12618,989,11629,0.078,0.388,0.387,3.03,0.026
"rule194","shelter_expenses >= 2410 & utilities < 978.5",2,"INCLUDE",-0.465,0.038,0.7,682,53,629,0.078,0.021,0.023,3.01,0.026
"rule356","earned_by_hh_size >= 90.71 & unc_rawben_rel_max < 0.992 & gross_by_hh_size >= 283.7",3,"INCLUDE",-1.774,0.645,15.7,15471,1194,14277,0.077,0.468,0.395,2.99,0.026
"rule382","shelter_expenses >= 1338 & gross_by_hh_size < 442.5 & rawben_rel_max >= 0.973",3,"INCLUDE",0.526,0.085,2.7,2618,202,2416,0.077,0.079,0.095,2.98,0.026
"rule155","cert_HH_size_FS_n >= 1.5 & unc_rawben_rel_max < 1.717 & unc_rawben_rel_max >= 1.335",3,"INCLUDE",8.796,1.251,2.1,2037,155,1882,0.076,0.061,0.082,2.94,0.026
"rule558","unearned_by_hh_size < 183.1 & cert_HH_size_FS_n >= 7.5 & unc_rawben_rel_max < 1.069",3,"INCLUDE",-12.593,0.698,0.3,304,23,281,0.076,0.009,0.01,2.93,0.026
"rule595","cert_HH_size_FS_n >= 5.5 & total_deductions_by_hh_size >= 145 & gross_by_hh_size < 367 & utilities < 466.5",4,"INCLUDE",-23.166,0.599,0.1,66,5,61,0.076,0.002,0.002,2.93,0.026
"rule330","cert_HH_size_FS_n >= 5.5 & months_since_cert_n < 11.5 & rawben_rel_max >= 0.6999",3,"INCLUDE",-40.518,4.619,1.3,1299,98,1201,0.075,0.038,0.062,2.92,0.026
"rule417","cert_HH_size_FS_n >= 5.5 & shelter_expenses >= 1826",2,"INCLUDE",-6.349,0.416,0.4,425,32,393,0.075,0.013,0.019,2.91,0.026
"rule302","shelter_expenses >= 1540 & total_deductions_by_hh_size < 84.64",2,"INCLUDE",2.882,0.067,0.1,54,4,50,0.074,0.002,0.003,2.87,0.026
"rule167","shelter_expenses >= 1670 & total_deductions_by_hh_size >= 135",2,"INCLUDE",-0.001,0,5.2,5171,382,4789,0.074,0.15,0.165,2.86,0.026
"rule234","shelter_expenses >= 1394 & gross_by_hh_size < 613.7 & total_deductions_by_hh_size < 160.9",3,"INCLUDE",-4.711,0.412,0.8,762,56,706,0.073,0.022,0.029,2.84,0.026
"rule111","cert_HH_size_FS_n >= 5.5 & earned_by_hh_size < 266.2",2,"INCLUDE",18.458,2.149,1.4,1356,97,1259,0.072,0.038,0.066,2.77,0.026
"rule316","cert_HH_size_FS_n >= 3.5 & utilities >= 978.5 & months_since_cert_n < 6.5",3,"INCLUDE",-3.965,0.169,0.2,180,13,167,0.072,0.005,0.006,2.79,0.026
"rule170","shelter_expenses >= 1670 & total_deductions_by_hh_size < 135 & utilities >= 660",3,"INCLUDE",18.362,0.539,0.1,85,6,79,0.071,0.002,0.006,2.73,0.026
"rule419","cert_HH_size_FS_n >= 5.5 & shelter_expenses < 638",2,"INCLUDE",2.234,0.193,0.8,742,53,689,0.071,0.021,0.03,2.76,0.026
"rule474","shelter_expenses >= 1738 & gross_by_hh_size >= 415.4",2,"INCLUDE",0.982,0.174,3.2,3179,226,2953,0.071,0.089,0.088,2.75,0.026
"rule309","cert_HH_size_FS_n >= 4.5 & percent_abawd < 0.45",2,"INCLUDE",-0.312,0.074,6,5907,422,5485,0.071,0.165,0.195,2.76,0.026
"rule258","shelter_expenses >= 1805 & total_deductions_by_hh_size < 103",2,"INCLUDE",5.455,0.131,0.1,57,4,53,0.07,0.002,0.004,2.71,0.026
"rule399","cert_HH_size_FS_n >= 1.5 & shelter_expenses >= 2870 & utilities < 960.5",3,"INCLUDE",-2.823,0.107,0.1,143,10,133,0.07,0.004,0.004,2.7,0.026
"rule363","shelter_expenses >= 2370 & months_since_cert_n < 3.5",2,"INCLUDE",-5.922,0.387,0.4,423,29,394,0.069,0.011,0.012,2.65,0.026
"rule62","earned_by_hh_size >= 256.3 & gross_by_hh_size >= 371.6",2,"INCLUDE",-1.401,0.507,15.5,15267,1005,14262,0.066,0.394,0.317,2.55,0.026
"rule71","cert_HH_size_FS_n >= 5.5 & rawben_rel_max >= 0.802 & gross_by_hh_size < 324.2",3,"INCLUDE",-33.523,3.396,1,1023,66,957,0.065,0.026,0.045,2.5,0.026
"rule572","earned_by_hh_size >= 148.7",1,"INCLUDE",0.849,0.337,19.5,19263,1252,18011,0.065,0.491,0.43,2.51,0.026
"rule612","earned_by_hh_size >= 136.3 & total_deductions_by_hh_size >= 29.9",2,"INCLUDE",-0.301,0.12,19.7,19431,1255,18176,0.065,0.492,0.429,2.5,0.026
"rule448","earned_by_hh_size >= 101.1 & total_deductions_by_hh_size < 29.86",2,"INCLUDE",0.482,0.022,0.2,201,13,188,0.065,0.005,0.009,2.5,0.026
"rule292","cert_HH_size_FS_n >= 3.5 & rawben_rel_max >= 0.5115",2,"INCLUDE",3.372,0.997,9.7,9549,615,8934,0.064,0.241,0.312,2.49,0.026
"rule281","cert_HH_size_FS_n >= 3.5 & percent_abawd < 0.55 & unc_rawben_rel_max < 1.364",3,"INCLUDE",-5.955,1.977,12.6,12436,765,11671,0.062,0.3,0.345,2.38,0.026
"rule573","earned_by_hh_size >= 148.7 & cert_HH_size_FS_n < 5.5",2,"INCLUDE",0.222,0.085,18.1,17809,1107,16702,0.062,0.434,0.367,2.4,0.026
"rule293","cert_HH_size_FS_n >= 3.5 & rawben_rel_max >= 0.5115 & shelter_expenses < 1822",3,"INCLUDE",0,0,8.7,8584,515,8069,0.06,0.202,0.256,2.32,0.026
"rule552","unearned_by_hh_size < 286.8 & total_deductions_by_hh_size >= 41.55",2,"INCLUDE",0,0,31,30564,1815,28749,0.059,0.712,0.711,2.3,0.026
"rule566","unearned_by_hh_size < 120.8 & unearned_by_hh_size >= 119.7",2,"INCLUDE",11.687,0.311,0.1,70,4,66,0.057,0.002,0.004,2.21,0.026
"rule616","cert_HH_size_FS_n >= 4.5 & rawben_rel_max >= 0.6873 & earned_by_hh_size < 262.8",3,"INCLUDE",-0.429,0.071,2.8,2767,157,2610,0.057,0.062,0.094,2.19,0.026
"rule321","earned_by_hh_size >= 202 & shelter_expenses < 1324",2,"INCLUDE",0.085,0.029,13,12834,735,12099,0.057,0.288,0.224,2.22,0.026
"rule50","cert_HH_size_FS_n >= 5.5 & months_since_cert_n < 10.5 & unearned_by_hh_size >= 162.6 & rawben_rel_max < 0.789",4,"INCLUDE",-3.947,0.22,0.3,308,17,291,0.055,0.007,0.009,2.13,0.026
"rule94","cert_HH_size_FS_n >= 2.5 & unc_rawben_rel_max < 1.428",2,"INCLUDE",-0.386,0.162,22.6,22272,1222,21050,0.055,0.479,0.52,2.12,0.026
"rule334","shelter_expenses >= 1742 & earned_by_hh_size < 105.9",2,"INCLUDE",-4.633,0.681,2.2,2182,117,2065,0.054,0.046,0.052,2.07,0.026
"rule539","cert_HH_size_FS_n >= 4.5 & total_deductions_by_hh_size >= 192.3 & shelter_expenses >= 2047 & cat_elig < 1.5",4,"INCLUDE",-10.49,0.453,0.2,184,10,174,0.054,0.004,0.004,2.1,0.026
"rule285","earned_by_hh_size >= 1.667 & months_since_cert_n < 5.5",2,"INCLUDE",-1.019,0.375,16.1,15897,825,15072,0.052,0.324,0.284,2.01,0.026
"rule1","children_i %in% c(""TRUE"")",1,"INCLUDE",0.052,0.024,32.9,32404,1604,30800,0.05,0.629,0.686,1.91,0.026
"rule469","earned_by_hh_size >= 212.6 & earned_by_hh_size < 260.1",2,"INCLUDE",-0.765,0.078,1,1033,47,986,0.045,0.018,0.02,1.76,0.026
"rule564","unearned_by_hh_size < 120.8",1,"INCLUDE",2.637,1.314,45.8,45178,1936,43242,0.043,0.759,0.767,1.66,0.026
"rule38","shelter_expenses >= 1528 & gross_by_hh_size < 459.5 & unc_rawben_rel_max < 0.6874",3,"INCLUDE",0.511,0.011,0,47,2,45,0.043,0.001,0.003,1.65,0.026
"rule439","cert_HH_size_FS_n >= 5.5 & unearned_by_hh_size >= 87.25 & earned_by_hh_size < 10.25",3,"INCLUDE",-9.972,0.689,0.5,473,17,456,0.036,0.007,0.013,1.39,0.026
"rule19","unearned_by_hh_size < 183.3 & shelter_expenses < 946.5",2,"INCLUDE",-0.304,0.146,35.6,35119,1059,34060,0.03,0.415,0.428,1.17,0.026
"rule522","unearned_by_hh_size < 308.2 & total_deductions_by_hh_size >= 26.62 & total_deductions_by_hh_size < 29.83 & cert_HH_size_FS_n < 4.5",4,"SKIP",-3.767,0.141,0.1,139,3,136,0.022,0.001,0.001,0.83,0.026
"rule551","unearned_by_hh_size < 286.8 & total_deductions_by_hh_size < 41.55",2,"SKIP",-0.289,0.118,21.2,20932,375,20557,0.018,0.147,0.167,0.69,0.026
"rule518","unearned_by_hh_size < 308.2 & total_deductions_by_hh_size < 26.62",2,"SKIP",-2.314,0.937,20.6,20361,345,20016,0.017,0.135,0.153,0.66,0.026
"rule104","earned_by_hh_size >= 1.5 & rawben_rel_max >= 0.992",2,"SKIP",-9.384,2.145,5.5,5454,3,5451,0.001,0.001,0.002,0.02,0.026
